sigma,gauss_threshold,overlap_threshold,center_distance,number_samples,recall,precision,f1_score
2.3323323323323324,0.22822822822822822,2.4024024024024024,20.27027027027027,198,1.0,1.0,1.0
4.084084084084084,0.3363363363363363,28.52852852852853,26.576576576576578,72,1.0,1.0,1.0
9.90990990990991,0.7917917917917918,28.52852852852853,10.78078078078078,657,0.0,0.0,0.0
5.215215215215215,0.4094094094094094,69.56956956956958,25.915915915915917,550,1.0,1.0,1.0
3.3933933933933935,0.9619619619619619,2.802802802802803,3.5435435435435436,899,0.0,0.0,0.0
9.93993993993994,0.26726726726726724,18.21821821821822,17.83783783783784,986,0.0,0.0,0.0
2.7127127127127126,0.03903903903903904,11.111111111111112,18.31831831831832,445,1.0,1.0,1.0
3.5335335335335336,0.7467467467467468,80.58058058058059,9.63963963963964,447,0.0,0.0,0.0
6.206206206206206,0.5235235235235235,11.811811811811813,11.831831831831831,922,0.0,0.0,0.0
5.905905905905906,0.1941941941941942,26.026026026026027,1.3513513513513513,726,0.0,0.0,0.0
4.464464464464465,0.001001001001001001,53.253253253253256,28.43843843843844,826,1.0,1.0,1.0
5.515515515515515,0.7037037037037037,73.67367367367368,28.88888888888889,760,1.0,1.0,1.0
7.5475475475475475,0.6866866866866866,20.12012012012012,11.17117117117117,442,0.0,0.0,0.0
0.7107107107107107,0.9719719719719719,68.06806806806807,28.28828828828829,339,1.0,1.0,1.0
6.386386386386386,0.3213213213213213,67.96796796796797,26.066066066066067,128,1.0,1.0,1.0
7.377377377377377,0.9219219219219219,30.730730730730734,15.585585585585585,317,0.0,0.0,0.0
6.826826826826827,0.4184184184184184,33.433433433433436,12.372372372372372,714,0.0,0.0,0.0
3.023023023023023,0.5675675675675675,13.013013013013014,5.885885885885886,431,0.0,0.0,0.0
6.806806806806807,0.9629629629629629,38.83883883883884,20.81081081081081,767,1.0,0.5,0.6666666666666666
9.24924924924925,0.1781781781781782,63.06306306306307,17.47747747747748,309,0.0,0.0,0.0
4.1541541541541545,0.5615615615615616,85.38538538538539,0.0,312,0.0,0.0,0.0
2.932932932932933,0.21521521521521522,44.04404404404405,24.144144144144143,594,1.0,1.0,1.0
6.216216216216216,0.6706706706706707,32.932932932932935,14.294294294294295,453,0.0,0.0,0.0
4.524524524524525,0.6916916916916916,21.821821821821825,15.705705705705705,485,1.0,1.0,1.0
8.128128128128129,0.9229229229229229,98.2982982982983,24.474474474474473,754,0.0,0.0,0.0
1.7317317317317318,0.6746746746746747,8.608608608608609,8.70870870870871,528,1.0,1.0,1.0
6.796796796796797,0.6486486486486487,63.46346346346347,10.3003003003003,96,0.0,0.0,0.0
8.388388388388389,0.974974974974975,76.97697697697699,7.207207207207207,689,0.0,0.0,0.0
3.173173173173173,0.23023023023023023,82.58258258258259,6.096096096096096,151,0.0,0.0,0.0
0.2502502502502503,0.04704704704704705,25.025025025025027,14.594594594594595,626,1.0,1.0,1.0
8.70870870870871,0.7867867867867868,7.407407407407407,13.993993993993994,425,0.0,0.0,0.0
9.07907907907908,0.6446446446446447,58.95895895895896,5.975975975975976,736,0.0,0.0,0.0
7.137137137137137,0.3933933933933934,50.650650650650654,12.282282282282281,250,0.0,0.0,0.0
1.5115115115115114,0.6716716716716716,70.47047047047047,0.15015015015015015,915,0.0,0.0,0.0
7.687687687687688,0.8818818818818819,78.87887887887888,27.207207207207208,110,1.0,1.0,1.0
7.977977977977978,0.43543543543543545,22.422422422422425,5.405405405405405,824,0.0,0.0,0.0
9.80980980980981,0.7127127127127127,53.053053053053056,14.264264264264265,52,0.0,0.0,0.0
5.7057057057057055,0.2552552552552553,93.993993993994,26.066066066066067,125,1.0,1.0,1.0
4.674674674674675,0.13613613613613612,82.08208208208208,14.264264264264265,684,1.0,1.0,1.0
5.435435435435435,0.5725725725725725,60.96096096096097,9.72972972972973,973,0.0,0.0,0.0
7.737737737737738,0.9129129129129129,45.34534534534535,18.82882882882883,835,0.0,0.0,0.0
7.367367367367367,0.9139139139139139,51.651651651651655,13.093093093093094,851,0.0,0.0,0.0
9.28928928928929,0.5615615615615616,45.64564564564565,27.56756756756757,163,1.0,1.0,1.0
7.617617617617618,0.8828828828828829,48.64864864864865,13.813813813813814,266,0.0,0.0,0.0
7.697697697697698,0.25325325325325326,86.0860860860861,19.57957957957958,284,0.0,0.0,0.0
7.847847847847848,0.7967967967967968,53.353353353353356,14.894894894894895,642,0.0,0.0,0.0
2.4424424424424425,0.28128128128128127,45.04504504504505,2.3723723723723724,731,0.0,0.0,0.0
2.9229229229229228,0.24024024024024024,27.82782782782783,10.3003003003003,328,1.0,1.0,1.0
9.14914914914915,0.5535535535535535,8.208208208208209,4.2342342342342345,155,0.0,0.0,0.0
2.3623623623623624,0.3923923923923924,71.07107107107107,4.684684684684685,724,0.0,0.0,0.0
2.1921921921921923,0.06506506506506507,42.44244244244244,12.522522522522522,339,1.0,1.0,1.0
5.555555555555555,0.4774774774774775,42.54254254254254,1.8918918918918919,212,0.0,0.0,0.0
8.528528528528529,0.43043043043043044,39.83983983983984,27.80780780780781,789,1.0,1.0,1.0
5.985985985985986,0.968968968968969,71.27127127127127,0.6006006006006006,878,0.0,0.0,0.0
9.01901901901902,0.7837837837837838,58.95895895895896,11.681681681681681,489,0.0,0.0,0.0
0.06006006006006006,0.965965965965966,36.03603603603604,9.15915915915916,772,1.0,1.0,1.0
3.993993993993994,0.8738738738738738,91.3913913913914,29.30930930930931,856,1.0,1.0,1.0
4.2942942942942945,0.5515515515515516,76.57657657657658,22.58258258258258,560,1.0,1.0,1.0
8.198198198198199,0.6176176176176176,91.991991991992,6.756756756756757,500,0.0,0.0,0.0
2.2422422422422423,0.27927927927927926,44.64464464464465,14.924924924924925,30,1.0,1.0,1.0
3.983983983983984,0.34434434434434436,68.46846846846847,20.87087087087087,818,1.0,1.0,1.0
4.1441441441441444,0.7417417417417418,16.916916916916918,25.825825825825827,479,1.0,1.0,1.0
9.41941941941942,0.13013013013013014,63.76376376376377,16.396396396396398,28,0.0,0.0,0.0
9.28928928928929,0.4034034034034034,60.66066066066067,17.32732732732733,679,0.0,0.0,0.0
0.2702702702702703,0.08508508508508508,65.86586586586587,13.153153153153154,139,1.0,1.0,1.0
8.87887887887888,0.4724724724724725,18.61861861861862,1.5315315315315314,267,0.0,0.0,0.0
3.883883883883884,0.3353353353353353,21.621621621621625,13.963963963963964,335,1.0,1.0,1.0
3.4534534534534536,0.7797797797797797,90.0900900900901,11.651651651651651,285,1.0,1.0,1.0
7.707707707707708,0.974974974974975,85.18518518518519,12.942942942942944,259,0.0,0.0,0.0
8.548548548548549,0.08308308308308308,48.14814814814815,0.5705705705705706,768,0.0,0.0,0.0
5.525525525525525,0.05305305305305305,97.4974974974975,10.75075075075075,230,0.0,0.0,0.0
6.656656656656657,0.07007007007007007,79.97997997997999,29.42942942942943,668,1.0,1.0,1.0
0.41041041041041043,0.7727727727727728,3.1031031031031033,29.18918918918919,254,1.0,1.0,1.0
2.042042042042042,0.8598598598598598,2.002002002002002,19.0990990990991,157,1.0,1.0,1.0
2.4424424424424425,0.12912912912912913,48.44844844844845,20.57057057057057,118,1.0,1.0,1.0
5.7757757757757755,0.970970970970971,22.322322322322325,14.294294294294295,717,0.0,0.0,0.0
2.6226226226226226,0.7857857857857857,37.73773773773774,5.135135135135135,621,0.0,0.0,0.0
6.216216216216216,0.986986986986987,76.57657657657658,22.07207207207207,118,1.0,1.0,1.0
7.967967967967968,0.8388388388388388,16.716716716716718,29.63963963963964,319,1.0,1.0,1.0
1.1011011011011012,0.5925925925925926,2.6026026026026026,28.55855855855856,320,1.0,1.0,1.0
5.895895895895896,0.6936936936936937,92.992992992993,29.45945945945946,385,1.0,1.0,1.0
4.064064064064064,0.964964964964965,73.27327327327328,6.096096096096096,78,0.0,0.0,0.0
6.066066066066066,0.7077077077077077,85.08508508508508,19.27927927927928,249,1.0,1.0,1.0
1.0410410410410411,0.7137137137137137,79.17917917917919,9.24924924924925,871,1.0,1.0,1.0
7.007007007007007,0.6146146146146146,82.48248248248248,3.6936936936936937,816,0.0,0.0,0.0
5.7957957957957955,0.8018018018018018,4.2042042042042045,10.66066066066066,546,0.0,0.0,0.0
4.384384384384385,0.6776776776776777,37.93793793793794,2.1021021021021022,519,0.0,0.0,0.0
6.636636636636637,0.34934934934934936,1.2012012012012012,26.096096096096097,431,1.0,1.0,1.0
8.428428428428429,0.5015015015015015,10.810810810810812,13.303303303303304,984,0.0,0.0,0.0
3.7037037037037037,0.6506506506506506,91.2912912912913,25.465465465465464,471,1.0,1.0,1.0
7.247247247247247,0.15615615615615616,44.54454454454455,5.405405405405405,752,0.0,0.0,0.0
5.345345345345345,0.988988988988989,66.66666666666667,8.288288288288289,631,0.0,0.0,0.0
8.278278278278279,0.9419419419419419,55.15515515515516,23.813813813813812,496,0.0,0.0,0.0
4.764764764764765,0.44644644644644643,84.58458458458459,22.46246246246246,607,1.0,1.0,1.0
2.7427427427427427,0.3303303303303303,87.2872872872873,7.5375375375375375,851,0.0,0.0,0.0
9.57957957957958,0.08808808808808809,28.52852852852853,27.087087087087088,462,0.0,0.0,0.0
2.4924924924924925,0.7687687687687688,47.54754754754755,17.50750750750751,625,1.0,1.0,1.0
6.846846846846847,0.3883883883883884,34.434434434434436,0.8708708708708709,507,0.0,0.0,0.0
8.71871871871872,0.33233233233233234,18.61861861861862,14.984984984984985,218,0.0,0.0,0.0
3.6336336336336337,0.8168168168168168,26.426426426426428,10.45045045045045,287,0.0,0.0,0.0
9.01901901901902,0.6106106106106106,71.87187187187187,27.057057057057058,283,1.0,1.0,1.0
5.6956956956956954,0.01001001001001001,52.952952952952955,29.12912912912913,196,1.0,1.0,1.0
0.8708708708708709,0.24724724724724725,73.77377377377378,12.492492492492492,501,1.0,1.0,1.0
5.685685685685685,0.7767767767767768,24.624624624624627,21.23123123123123,488,1.0,1.0,1.0
6.616616616616617,0.7287287287287287,50.250250250250254,13.753753753753754,812,0.0,0.0,0.0
0.17017017017017017,0.09509509509509509,30.130130130130134,6.786786786786787,415,1.0,1.0,1.0
7.087087087087087,0.24924924924924924,31.331331331331334,20.39039039039039,596,0.0,0.0,0.0
3.7737737737737738,0.4844844844844845,56.65665665665666,16.306306306306308,353,1.0,1.0,1.0
4.354354354354355,0.7637637637637638,56.35635635635636,10.15015015015015,361,0.0,0.0,0.0
7.197197197197197,0.46446446446446443,27.72772772772773,9.3993993993994,258,0.0,0.0,0.0
2.3623623623623624,0.12312312312312312,73.87387387387388,5.915915915915916,324,0.0,0.0,0.0
1.2212212212212212,0.7607607607607607,54.85485485485486,29.21921921921922,781,1.0,1.0,1.0
7.067067067067067,0.1891891891891892,19.61961961961962,6.636636636636637,757,0.0,0.0,0.0
4.954954954954955,0.2832832832832833,74.17417417417418,18.10810810810811,779,1.0,0.5,0.6666666666666666
5.375375375375375,0.6116116116116116,28.92892892892893,3.063063063063063,853,0.0,0.0,0.0
1.981981981981982,0.3033033033033033,23.223223223223226,11.08108108108108,184,1.0,1.0,1.0
3.093093093093093,0.014014014014014014,72.57257257257258,16.396396396396398,130,1.0,1.0,1.0
2.8028028028028027,0.04604604604604605,99.7997997997998,1.6516516516516517,567,0.0,0.0,0.0
2.992992992992993,0.7147147147147147,96.6966966966967,3.873873873873874,654,0.0,0.0,0.0
8.8988988988989,0.7707707707707707,50.250250250250254,3.153153153153153,894,0.0,0.0,0.0
0.12012012012012012,0.5875875875875876,29.12912912912913,14.414414414414415,491,1.0,1.0,1.0
4.514514514514515,0.3483483483483483,18.81881881881882,29.66966966966967,53,1.0,1.0,1.0
2.5825825825825826,0.963963963963964,88.2882882882883,14.684684684684685,117,1.0,1.0,1.0
8.418418418418419,0.06606606606606606,41.04104104104104,15.105105105105105,76,0.0,0.0,0.0
5.905905905905906,0.6446446446446447,70.27027027027027,1.6216216216216217,156,0.0,0.0,0.0
1.5215215215215214,0.8308308308308309,57.65765765765766,29.15915915915916,312,1.0,1.0,1.0
0.8708708708708709,0.25425425425425424,12.112112112112113,17.147147147147148,783,1.0,1.0,1.0
4.2642642642642645,0.6206206206206206,61.06106106106107,24.294294294294293,634,1.0,1.0,1.0
2.3123123123123124,0.7947947947947948,53.553553553553556,11.681681681681681,462,1.0,1.0,1.0
9.30930930930931,0.45345345345345345,30.430430430430434,26.426426426426428,603,0.0,0.0,0.0
4.394394394394395,0.3123123123123123,58.25825825825826,19.06906906906907,62,1.0,1.0,1.0
6.246246246246246,0.983983983983984,75.77577577577578,3.033033033033033,971,0.0,0.0,0.0
7.817817817817818,0.2122122122122122,64.06406406406407,6.486486486486487,271,0.0,0.0,0.0
6.766766766766767,0.08308308308308308,16.016016016016017,7.357357357357357,178,0.0,0.0,0.0
5.655655655655655,0.07607607607607608,16.016016016016017,0.06006006006006006,419,0.0,0.0,0.0
4.614614614614615,0.7057057057057057,60.86086086086087,14.444444444444445,299,1.0,1.0,1.0
0.3303303303303303,0.23723723723723725,29.52952952952953,21.71171171171171,290,1.0,1.0,1.0
7.197197197197197,0.8808808808808809,46.44644644644645,2.1621621621621623,704,0.0,0.0,0.0
2.3923923923923924,0.9469469469469469,27.027027027027028,24.204204204204203,811,1.0,1.0,1.0
6.406406406406406,0.6036036036036035,67.76776776776777,24.714714714714713,957,1.0,1.0,1.0
2.022022022022022,0.43543543543543545,11.711711711711713,16.726726726726728,231,1.0,1.0,1.0
6.636636636636637,0.15215215215215216,93.0930930930931,8.168168168168169,847,0.0,0.0,0.0
1.4514514514514514,0.07307307307307308,6.106106106106107,5.075075075075075,812,1.0,1.0,1.0
3.143143143143143,0.6096096096096096,76.67667667667668,25.345345345345343,583,1.0,1.0,1.0
9.43943943943944,0.2952952952952953,44.94494494494495,3.813813813813814,480,0.0,0.0,0.0
7.057057057057057,0.3113113113113113,71.67167167167167,12.372372372372372,966,0.0,0.0,0.0
2.7827827827827827,0.5125125125125125,55.25525525525526,15.165165165165165,449,1.0,1.0,1.0
0.8208208208208209,0.6126126126126126,4.004004004004004,27.32732732732733,443,1.0,1.0,1.0
7.5275275275275275,0.3303303303303303,61.86186186186187,7.687687687687688,27,0.0,0.0,0.0
0.9309309309309309,0.23423423423423423,98.4984984984985,20.72072072072072,857,1.0,1.0,1.0
8.81881881881882,0.5895895895895896,60.16016016016017,29.21921921921922,22,1.0,1.0,1.0
7.837837837837838,0.6886886886886887,84.18418418418419,8.258258258258259,591,0.0,0.0,0.0
0.41041041041041043,0.7817817817817818,77.47747747747748,5.375375375375375,482,1.0,1.0,1.0
5.315315315315315,0.6676676676676676,45.24524524524525,28.16816816816817,285,1.0,1.0,1.0
1.8518518518518519,0.5995995995995996,44.64464464464465,19.51951951951952,834,1.0,1.0,1.0
5.035035035035035,0.992992992992993,9.30930930930931,14.444444444444445,357,0.0,0.0,0.0
4.1841841841841845,0.34134134134134136,32.832832832832835,20.6006006006006,108,1.0,1.0,1.0
8.78878878878879,0.16416416416416416,33.733733733733736,12.642642642642642,711,0.0,0.0,0.0
