sigma,gauss_threshold,overlap_threshold,center_distance,pair_gap,number_samples,recall,precision,f1_score
47.8978978978979,0.08808808808808809,28.52852852852853,90.2902902902903,23.073073073073076,250,0.0,0.0,0.0
38.43843843843844,0.4754754754754755,58.35835835835836,62.46246246246247,34.234234234234236,389,0.0,0.0,0.0
17.217217217217218,0.029029029029029027,50.650650650650654,87.18718718718719,16.616616616616618,187,1.0,1.0,1.0
24.974974974974977,0.2172172172172172,36.33633633633634,81.68168168168168,13.213213213213214,349,1.0,1.0,1.0
14.314314314314315,0.9019019019019019,61.06106106106107,71.87187187187187,45.0950950950951,283,1.0,1.0,1.0
28.47847847847848,0.01001001001001001,52.952952952952955,97.0970970970971,9.75975975975976,88,0.0,0.0,0.0
12.362362362362363,0.7377377377377378,41.64164164164164,50.050050050050054,28.42842842842843,777,1.0,1.0,1.0
12.312312312312313,0.7077077077077077,48.74874874874875,66.16616616616616,36.43643643643644,503,1.0,1.0,1.0
22.922922922922925,0.8118118118118118,1.7017017017017018,9.50950950950951,15.065065065065067,227,0.0,0.0,0.0
20.72072072072072,0.7087087087087087,24.924924924924927,31.331331331331334,33.98398398398398,596,0.5,1.0,0.6666666666666666
18.86886886886887,0.4844844844844845,56.65665665665666,54.354354354354356,17.61761761761762,436,0.5,1.0,0.6666666666666666
38.18818818818819,0.5635635635635635,33.833833833833836,36.03603603603604,35.98598598598599,465,0.0,0.0,0.0
13.863863863863864,0.3133133133133133,25.725725725725727,23.623623623623626,6.156156156156157,739,0.0,0.0,0.0
9.85985985985986,0.3233233233233233,12.212212212212213,76.07607607607608,27.42742742742743,974,1.0,1.0,1.0
39.03903903903904,0.7067067067067067,18.91891891891892,19.61961961961962,11.061061061061062,757,0.0,0.0,0.0
24.774774774774777,0.2832832832832833,74.17417417417418,60.36036036036037,38.93893893893894,538,0.5,1.0,0.6666666666666666
30.580580580580584,0.28928928928928926,10.21021021021021,85.28528528528528,9.90990990990991,304,0.5,1.0,0.6666666666666666
11.611611611611613,0.36936936936936937,18.31831831831832,30.930930930930934,0.7007007007007008,726,0.0,0.0,0.0
27.32732732732733,0.12912912912912913,28.02802802802803,4.604604604604605,49.8998998998999,56,0.0,0.0,0.0
28.32832832832833,0.29929929929929927,71.47147147147147,96.6966966966967,6.456456456456457,654,1.0,1.0,1.0
44.4944944944945,0.7707707707707707,50.250250250250254,10.51051051051051,44.6946946946947,13,0.0,0.0,0.0
29.37937937937938,0.2912912912912913,48.04804804804805,49.04904904904905,22.572572572572575,349,0.0,0.0,0.0
9.40940940940941,0.988988988988989,5.205205205205205,25.825825825825827,48.1981981981982,883,0.5,1.0,0.6666666666666666
24.474474474474476,0.11611611611611611,84.18418418418419,6.606606606606607,20.52052052052052,504,0.0,0.0,0.0
3.753753753753754,0.5905905905905906,64.46446446446447,70.27027027027027,2.702702702702703,156,1.0,1.0,1.0
7.6076076076076085,0.8308308308308309,57.65765765765766,97.1971971971972,15.565565565565567,88,1.0,1.0,1.0
12.712712712712714,0.12112112112112113,57.15715715715716,78.27827827827828,21.32132132132132,621,1.0,1.0,1.0
30.530530530530534,0.8098098098098098,63.36336336336337,23.123123123123126,39.73973973973974,536,0.0,0.0,0.0
19.46946946946947,0.46146146146146144,93.0930930930931,45.34534534534535,15.215215215215217,881,0.5,0.3333333333333333,0.4
30.130130130130134,0.4394394394394394,31.231231231231234,58.25825825825826,31.781781781781785,62,0.5,1.0,0.6666666666666666
31.231231231231234,0.983983983983984,75.77577577577578,10.11011011011011,48.54854854854855,782,0.0,0.0,0.0
10.61061061061061,0.6406406406406406,21.621621621621625,27.027027027027028,33.833833833833836,84,0.5,1.0,0.6666666666666666
8.008008008008009,0.24524524524524524,17.71771771771772,56.55655655655656,3.8038038038038042,161,1.0,1.0,1.0
0.1001001001001001,0.4184184184184184,46.14614614614615,70.57057057057058,30.430430430430434,482,1.0,1.0,1.0
14.914914914914915,0.03303303303303303,23.723723723723726,29.52952952952953,36.18618618618619,290,0.5,1.0,0.6666666666666666
35.98598598598599,0.8808808808808809,46.44644644644645,7.207207207207207,35.18518518518519,240,0.0,0.0,0.0
47.34734734734735,0.2702702702702703,80.68068068068068,81.08108108108108,32.032032032032035,604,0.0,0.0,0.0
33.88388388388388,0.8238238238238238,95.6956956956957,20.22022022022022,21.771771771771775,118,0.0,0.0,0.0
27.87787787787788,0.23023023023023023,66.36636636636636,15.215215215215217,46.54654654654655,273,0.0,0.0,0.0
42.34234234234234,0.14514514514514515,7.307307307307307,6.106106106106107,8.458458458458459,812,0.0,0.0,0.0
15.715715715715717,0.6096096096096096,76.67667667667668,84.48448448448448,29.12912912912913,944,1.0,1.0,1.0
14.764764764764765,0.4494494494494494,12.712712712712714,47.94794794794795,35.28528528528529,312,1.0,1.0,1.0
35.83583583583584,0.4124124124124124,96.5965965965966,27.82782782782783,25.625625625625627,553,0.0,0.0,0.0
25.275275275275277,0.44844844844844844,8.208208208208209,61.26126126126127,2.002002002002002,911,0.0,0.0,0.0
22.122122122122125,0.7527527527527528,33.033033033033036,61.86186186186187,12.812812812812814,27,0.0,0.0,0.0
4.654654654654655,0.23423423423423423,98.4984984984985,69.06906906906907,42.84284284284285,882,1.0,1.0,1.0
29.47947947947948,0.6016016016016016,97.3973973973974,2.1021021021021022,39.18918918918919,689,0.0,0.0,0.0
42.092092092092095,0.2752752752752753,59.05905905905906,4.104104104104104,39.08908908908909,775,0.0,0.0,0.0
8.95895895895896,0.48148148148148145,53.153153153153156,66.76676676676676,22.622622622622625,939,1.0,1.0,1.0
14.214214214214214,0.18518518518518517,59.95995995995997,44.64464464464465,32.532532532532535,834,0.5,1.0,0.6666666666666666
25.175175175175177,0.992992992992993,9.30930930930931,48.14814814814815,17.81781781781782,419,0.0,0.0,0.0
17.067067067067068,0.3283283283283283,68.66866866866867,10.710710710710712,43.94394394394395,165,0.5,0.5,0.5
16.866866866866868,0.4214214214214214,71.07107107107107,50.750750750750754,14.764764764764765,679,0.5,1.0,0.6666666666666666
48.3983983983984,0.41041041041041043,83.38338338338339,77.87787787787788,28.17817817817818,38,0.0,0.0,0.0
23.273273273273276,0.09009009009009009,32.232232232232235,25.825825825825827,16.566566566566568,119,0.0,0.0,0.0
